epoch,accuracy,loss,val_accuracy,val_loss
0,0.45417776703834534,2.1332154273986816,0.6990000009536743,1.051710605621338
1,0.64246666431427,1.2781914472579956,0.7426000237464905,0.8831552863121033
2,0.7013777494430542,1.0343883037567139,0.7594000101089478,0.8359705209732056
3,0.7426666617393494,0.8732998967170715,0.7620000243186951,0.8327313661575317
4,0.7777555584907532,0.7412206530570984,0.7767999768257141,0.8220958113670349
5,0.8050444722175598,0.6464791893959045,0.7760000228881836,0.8170690536499023
6,0.8288888931274414,0.5647304058074951,0.7720000147819519,0.8606128096580505
7,0.8476222157478333,0.4955858588218689,0.770799994468689,0.8785324096679688
8,0.862933337688446,0.4391418695449829,0.769599974155426,0.9463114142417908
9,0.8775110840797424,0.3931572437286377,0.7675999999046326,0.914595901966095
10,0.8887333273887634,0.35246580839157104,0.7685999870300293,0.9590218663215637
11,0.8968222141265869,0.32570335268974304,0.7724000215530396,0.9326112270355225
12,0.9067777991294861,0.2969091832637787,0.7739999890327454,0.954186737537384
13,0.912577748298645,0.2763673663139343,0.7864000201225281,0.9560693502426147
14,0.9185555577278137,0.2566707730293274,0.7684000134468079,1.003449559211731
15,0.926800012588501,0.23725448548793793,0.770799994468689,1.0150545835494995
