epoch,accuracy,loss,val_accuracy,val_loss
0,0.38993334770202637,2.4927926063537598,0.6370000243186951,1.384283185005188
1,0.5124222040176392,1.8411113023757935,0.6556000113487244,1.2410608530044556
2,0.5352222323417664,1.727855920791626,0.6700000166893005,1.1928564310073853
3,0.5494222044944763,1.664717197418213,0.6751999855041504,1.1622910499572754
4,0.5583999752998352,1.6198350191116333,0.6782000064849854,1.1442193984985352
5,0.5671333074569702,1.587973952293396,0.6851999759674072,1.1397948265075684
6,0.5690666437149048,1.5771369934082031,0.682200014591217,1.134385585784912
7,0.5758000016212463,1.5529296398162842,0.6880000233650208,1.1277967691421509
8,0.5771999955177307,1.5365005731582642,0.6869999766349792,1.1248644590377808
9,0.5786222219467163,1.5299187898635864,0.6877999901771545,1.1187793016433716
10,0.5800222158432007,1.5200623273849487,0.6845999956130981,1.1217106580734253
11,0.5828889012336731,1.5114489793777466,0.6858000159263611,1.1232235431671143
12,0.5861555337905884,1.502670168876648,0.6850000023841858,1.119127869606018
13,0.586733341217041,1.4983736276626587,0.6877999901771545,1.1150044202804565
14,0.5852222442626953,1.5089234113693237,0.6909999847412109,1.120637059211731
15,0.586222231388092,1.5008472204208374,0.6904000043869019,1.115313172340393
16,0.5872222185134888,1.4943033456802368,0.6883999705314636,1.1209654808044434
17,0.5875555276870728,1.4896926879882812,0.6855999827384949,1.123679518699646
18,0.5903111100196838,1.4816744327545166,0.6886000037193298,1.117344856262207
19,0.5892888903617859,1.4784607887268066,0.6863999962806702,1.1160986423492432
20,0.5886666774749756,1.4786635637283325,0.6891999840736389,1.1169195175170898
21,0.588866651058197,1.4816302061080933,0.6877999901771545,1.1190083026885986
